team_id,event_id,tie_breaker,combined_score,season
83666,35067,1917290,8,125
24838,35067,1917300,6,125
71790,37135,2000519,6,125
57379,36399,2002031,45,125
83333,35200,1956575,27,125
82436,36268,1934642,20,125
93648,35112,1917318,3,125
63527,35348,1920706,18,125
85269,41551,2089669,40,129
61395,35190,2002257,52,125
56084,37496,1973259,27,125
94703,37325,1991887,29,125
63403,37675,2000739,46,125
83859,39141,2076931,84,129
94082,35959,1924202,10,125
63867,35551,1932234,18,125
83070,36945,1946122,23,125
95833,37326,1991957,37,125
71502,35625,1917422,25,125
54832,35035,1942958,24,125
55173,37567,1993233,28,125
79330,35107,1965531,20,125
101350,36183,1995175,15,125
81314,35625,1917436,9,125
81313,35625,1917438,9,125
85457,40486,2062867,31,129
1021,36083,2003091,34,125
94705,35625,1917442,6,125
87738,35625,1917444,2,125
95285,35625,1917446,2,125
51280,37044,1961631,42,125
41326,35366,1928798,31,125
51190,36530,1950988,12,125
38926,36530,1951740,15,125
94879,35624,1917394,14,125
95329,35624,1917396,13,125
48209,35624,1917398,12,125
82782,35624,1917400,12,125
47551,35624,1917404,10,125
41332,35624,1917406,10,125
88539,35625,1917420,29,125
95835,37326,1991973,26,125
56085,37496,1973263,24,125
94880,35624,1917412,7,125
94467,35624,1917414,5,125
41317,35624,1917416,5,125
82805,35624,1917418,1,125
95480,36628,1922678,23,125
41311,35378,1928884,34,125
446,38638,2101679,52,130
56036,36012,1921760,5,125
63709,37496,1973267,20,125
81573,36530,1951742,17,125
95476,35630,1917804,22,125
95410,36625,1922724,24,125
50492,36083,2003257,24,125
94857,36581,1925618,24,125
95477,35630,1917812,16,125
50575,35587,1917986,26,125
94469,35587,1917988,23,125
50083,37674,2000349,4,125
52354,37325,1991901,24,125
52942,35973,1998051,20,125
38923,36530,1952720,8,125
72424,37309,1989603,28,125
21571,35587,1918000,9,125
42211,35587,1918002,4,125
96328,35587,1918004,3,125
88534,35630,1917810,16,125
94823,36945,1946130,21,125
41323,35366,1928806,27,125
83692,41041,2092061,91,129
86062,37374,1985115,10,125
96219,36012,1921778,4,125
87882,36530,1951752,8,125
52745,37567,1993311,20,125
88510,35629,1917846,22,125
82171,37674,2000363,10,125
25360,40069,2088709,15,130
95620,35630,1917806,21,125
56060,36530,1951756,3,125
85812,35973,1998127,23,125
56263,35169,1936542,14,125
57157,36625,1922726,23,125
1416,35067,1917302,6,125
95844,37326,1991975,25,125
95743,36082,2003049,23,125
94856,36581,1925624,27,125
95843,35629,1917848,22,125
99917,35118,1978083,23,125
95091,35973,1998563,23,125
95830,37326,1991993,19,125
84325,37339,1957631,27,125
95158,35929,1918180,3,125
551,37675,2000765,32,125
82726,41823,3922847,147,139
41314,35378,1928900,27,125
96886,37567,1993475,12,125
93030,36359,1985545,32,125
13993,36624,1953116,18,125
97529,35973,1998835,29,125
94055,35629,1917852,21,125
95054,35629,1917856,20,125
24235,36261,1927166,29,125
95866,37326,1992001,17,125
95537,37745,1932578,26,125
82798,35629,1917868,16,125
93101,35973,1999755,17,125
62439,36906,1965967,30,125
83099,36632,1933080,17,125
41329,35378,1928888,31,125
42199,36945,1946146,19,125
95834,35629,1917876,15,125
95486,35629,1917878,14,125
93140,35973,1999875,17,125
94915,35371,1922020,14,125
94944,35625,1917424,20,125
95730,36628,1922682,22,125
77709,38992,2025391,40,129
70931,35629,1917854,21,125
56074,35182,1917674,7,125
24640,36160,1924798,41,125
95729,35630,1917818,15,125
101379,46698,14598423,140,154
82096,35510,1927698,26,125
116417,40761,2069207,20,129
95842,35629,1917850,22,125
93193,37675,2000811,36,125
83160,37499,1988411,17,125
83422,40668,2067469,71,129
41320,35378,1928902,26,125
58159,36623,1992885,43,125
79562,35651,2002649,13,125
95742,37745,1932580,20,125
87328,39141,2077015,80,129
76845,36632,1933084,16,125
47536,35629,1917864,18,125
94945,35625,1917432,13,125
95187,36945,1946166,17,125
62938,37674,2000049,22,125
82364,36632,1933082,16,125
47284,38828,2030799,103,130
49048,45258,18323339,686,154
96372,35629,1917882,14,125
95840,35629,1917884,12,125
95870,35629,1917886,12,125
40570,35629,1917888,11,125
82797,35629,1917890,11,125
95798,35629,1917894,11,125
82635,35629,1917896,11,125
95588,35629,1917898,10,125
95839,35629,1917902,10,125
95986,35629,1917904,10,125
96051,35629,1917908,9,125
95634,35629,1917910,9,125
100561,36690,1950534,9,125
93135,36380,1998407,27,125
40579,35629,1917914,8,125
40573,35629,1917916,8,125
95611,35629,1917918,8,125
66991,37567,1994195,9,125
40363,35629,1917922,8,125
95832,35629,1917924,8,125
100559,36690,1950614,6,125
104904,35155,1978601,6,125
95871,35629,1917930,7,125
96371,35629,1917932,7,125
82136,35109,1959749,11,125
95612,35629,1917936,6,125
81600,35629,1917938,5,125
96373,35629,1917942,4,125
90381,36788,1991283,15,125
81599,35629,1917948,3,125
87144,36806,1940930,13,125
82648,35629,1917952,1,125
60681,36690,1950814,20,125
101126,35973,1997913,30,125
95837,37326,1991967,27,125
47443,35588,1917954,34,125
70739,37702,2000169,36,125
59140,37958,2000615,12,125
56056,35199,1918516,16,125
90463,46698,14598431,120,154
70467,35199,1918522,8,125
3026,36285,1996603,22,125
83561,40988,2104639,130,129
93005,37694,1996241,30,125
97962,35551,1932246,11,125
63259,36226,1956447,27,125
1136,35551,1932252,14,125
72019,35551,1932256,12,125
97390,35551,1932258,13,125
57402,37826,1963279,18,125
81079,35551,1932264,6,125
93939,35551,1932288,9,125
1626,35551,1932290,7,125
101368,46698,14598437,80,154
71814,35551,1932294,3,125
78415,37210,1952546,15,125
19159,35511,1931194,12,125
87143,36192,1922398,12,125
52003,35366,1928802,29,125
42205,35588,1917962,13,125
95979,35588,1917964,13,125
93007,35339,1959375,18,125
96059,35588,1917968,10,125
94468,35588,1917970,8,125
47395,35588,1917972,6,125
96327,35588,1917974,4,125
95724,35588,1917976,4,125
48159,35588,1917978,2,125
21568,35588,1917980,2,125
50423,35588,1917984,0,125
49883,35109,1959709,14,125
77425,36192,1922400,11,125
93283,43756,3112985,90,139
93495,36461,1972933,40,125
37738,35511,1930646,14,125
50609,36740,1951584,12,125
52114,37210,1952372,22,125
97960,36624,1951726,25,125
49882,35109,1959739,9,125
94341,36380,1998441,24,125
82652,35629,1917906,10,125
95272,37702,2000353,22,125
95890,37326,1991971,26,125
64778,36192,1922402,11,125
82139,35109,1959757,4,125
63244,35109,1959759,12,125
95487,35629,1917928,7,125
86889,35109,1959763,12,125
82132,35109,1959765,9,125
54058,35347,1927016,15,125
1621,35551,1932286,14,125
95977,36944,1946544,25,125
94358,35276,1919804,9,125
50008,37704,1996985,17,125
57614,35973,1998019,13,125
57225,36944,1946562,20,125
97188,36844,1975253,17,125
82651,36945,1946178,14,125
80461,40668,2067493,20,129
87173,36192,1922396,13,125
96454,37265,1931550,19,125
93698,36596,1987431,16,125
56175,36632,1933078,20,125
54334,35368,1924810,13,125
87330,39141,2078495,64,129
59141,37958,2000621,9,125
95626,36945,1946198,13,125
38416,35123,1919816,10,125
75015,36380,1998613,14,125
21061,37958,2000635,6,125
95503,35946,1984899,11,125
87726,37210,1953132,8,125
70334,35339,1959317,16,125
62584,35123,1930392,1,125
94743,36464,1952220,5,125
59142,37958,2000641,4,125
52002,36082,2003067,32,125
43612,35973,1998115,17,125
62587,35123,1919754,12,125
75958,36945,1946200,12,125
95304,40495,2050729,5,130
82428,35410,1939886,12,125
92998,37677,1995501,36,125
95829,37326,1991979,25,125
83025,36399,2002029,52,125
6946,35109,1959711,22,125
87436,36596,1987451,9,125
40231,38638,2101659,96,130
72797,36992,1944432,20,125
97798,36464,1952296,4,125
97961,35551,1932262,13,125
51632,35945,1937074,15,125
88691,35086,1925728,4,125
74597,36183,1994059,28,125
83925,35551,1932292,6,125
82269,35225,1918612,10,125
55582,36082,2003117,27,125
116721,41551,2089677,21,129
56121,35123,1930656,13,125
506,35225,1918634,12,125
70312,35952,1920146,8,125
95868,35629,1917892,11,125
95502,35945,1937072,16,125
50005,40069,2088699,48,130
95643,35630,1917824,12,125
56826,36935,1953850,10,125
50216,36636,1922218,9,125
88682,37958,2000643,4,125
52169,35630,1917834,4,125
88782,36844,1976547,13,125
77801,35731,1997419,30,125
50464,37326,1991955,40,125
93620,37118,1978041,13,125
72318,35027,1920750,14,125
64123,35125,1931310,0,125
88519,36082,2002855,53,125
96182,35759,1918072,19,125
71513,35759,1918076,17,125
95714,35759,1918080,15,125
95715,35759,1918086,12,125
96181,35759,1918088,8,125
98695,35816,1928584,23,125
26893,35190,2002549,29,125
25237,36487,1964313,9,125
82073,35027,1918646,21,125
75957,36089,1919590,18,125
57133,36487,1964317,6,125
25234,36487,1964319,5,125
12739,37265,1949132,12,125
56900,36636,1922212,16,125
75244,37958,2000645,3,125
23017,36637,1939450,9,125
87099,37702,2000239,12,125
71480,36367,1986347,33,125
44731,36838,1995249,13,125
32686,35378,1928890,31,125
71370,36083,2003155,40,125
36148,37265,1965787,11,125
95622,37325,1991899,24,125
60494,36284,1994593,24,125
93691,35027,1920752,14,125
93690,35027,1920756,19,125
49667,37265,1965791,11,125
66761,37265,1965793,10,125
93688,35027,1920762,16,125
33766,37413,1981699,24,125
70842,37265,1965783,16,125
53275,37959,2000537,16,125
77591,35731,1997421,27,125
22798,35529,1936040,22,125
81645,35529,1918978,16,125
13291,36807,1930722,16,125
53115,35529,1935582,12,125
94032,35529,1935622,11,125
53114,35529,1935798,12,125
98056,35529,1935890,13,125
94031,35529,1935974,5,125
94640,36380,1998417,25,125
48812,36625,1922714,32,125
94744,37704,1996885,14,125
94801,36944,1946608,8,125
56592,35816,1928578,32,125
56964,37265,1965785,18,125
52405,37095,1941448,16,125
50465,35759,1918082,15,125
37690,36636,1922222,8,125
82063,37413,1981703,19,125
97867,35816,1928592,17,125
98694,35816,1928596,16,125
80268,35816,1928598,15,125
71517,36628,1922662,36,125
70738,37703,1994601,53,125
23014,36636,1922230,4,125
37693,36636,1922232,3,125
93623,37694,1996261,12,125
93612,37118,1978739,15,125
81180,37413,1981701,21,125
97841,35125,1919920,10,125
63909,35371,1922372,3,125
81242,36731,1941300,32,125
69839,35125,1919932,13,125
93621,35125,1919934,12,125
72097,35125,1919936,10,125
73017,35125,1919938,5,125
81365,35125,1919940,3,125
48814,36083,2003205,43,125
41794,39194,2053829,209,130
83856,35026,1924322,11,125
76277,36405,2000959,10,125
73637,35125,1919964,7,125
73018,35125,1931042,2,125
73626,35125,1931050,17,125
66642,35125,1931054,7,125
93395,35125,1931190,5,125
96469,35125,1931210,7,125
81364,35125,1931216,7,125
59595,35814,1984261,7,125
53430,37164,1959853,6,125
93133,37272,1973485,28,125
23563,37703,1994605,41,125
71114,35078,1935354,4,125
99293,37959,2000539,14,125
88145,35160,1918908,2,125
81179,35160,1918910,1,125
113511,39141,2076733,101,129
88959,35149,1972491,4,125
66413,36484,1936348,17,125
95055,37704,1996915,23,125
94746,36367,1986427,6,125
87954,35455,1958967,15,125
83713,36175,1935174,12,125
59953,37197,1991407,8,125
81181,35160,1918898,14,125
72621,35125,1931306,12,125
64302,37959,2000551,2,125
93134,37265,1949134,21,125
62902,35529,1935980,9,125
94594,35160,1918900,7,125
101736,36405,2000939,15,125
93391,35125,1919950,3,125
115306,38962,2012563,4,130
82296,35338,1959505,15,125
83823,35078,1935570,4,125
77603,36628,1922664,34,125
105681,36405,2000963,9,125
103486,37048,1964365,9,125
50178,35208,1918776,7,125
85314,40988,2104165,110,129
86244,35048,1986977,10,125
63709,43836,4839533,249,139
81110,35027,1920758,18,125
91727,36935,1953866,4,125
83290,35664,1977359,5,125
76734,35664,1977393,10,125
97724,35664,1977415,6,125
84179,37730,1986937,7,125
98646,35664,1977479,2,125
89934,35664,1977555,12,125
76405,41487,2058281,23,129
56640,36082,2003615,24,125
8800,36399,2002073,21,125
108345,46698,14598439,60,154
116242,40698,2060677,131,129
97868,36625,1922732,21,125
72696,35027,1918640,13,125
39760,36399,2002077,22,125
87329,40761,2068811,63,129
72890,41789,2815179,67,139
84500,42967,2822065,252,139
96650,35664,1977619,5,125
76735,35664,1977655,3,125
56095,35664,1977677,8,125
25102,35664,1977695,9,125
83973,35664,1977745,1,125
97736,35664,1977785,2,125
76513,35664,1977901,3,125
56587,35664,1977949,12,125
73033,35664,1977983,3,125
83431,35664,1978051,1,125
63438,35664,1978063,3,125
25312,35664,1978175,10,125
76385,37578,1976939,19,125
104439,36531,1966471,13,125
64789,36531,1966473,12,125
74730,36531,1966475,12,125
86201,36380,1998401,31,125
29113,36531,1966479,11,125
62592,36531,1966483,8,125
14539,36531,1966485,5,125
14521,36531,1966487,4,125
14530,36531,1966489,3,125
57131,36297,1918888,7,125
96815,37702,2000165,19,125
103888,37745,1932582,3,125
104183,37730,1986927,10,125
86637,37962,1974121,27,125
1046,35914,1920742,29,125
52977,35610,1933270,34,125
101333,36944,1946556,21,125
24805,35088,1951662,23,125
96889,36297,1918948,9,125
48254,35216,1919224,15,125
79939,37567,1993303,21,125
81202,35213,1937458,16,125
102169,36895,1954364,4,125
98783,36895,1954360,10,125
36145,37265,1965777,34,125
71982,37611,1998869,24,125
53428,36838,1994831,6,125
57848,37567,1993309,19,125
82437,36083,2002829,20,125
90159,36531,1966467,17,125
93003,37703,1994599,41,125
21139,35664,1977575,17,125
32578,35677,1920238,26,125
90566,36123,1982459,19,125
56982,35554,1971181,13,125
80626,35216,1919232,3,125
22030,35216,1919236,13,125
91792,35063,1989613,34,125
13279,36636,1922234,1,125
96837,36762,2001953,12,125
82188,36160,1924948,15,125
58065,37265,1965795,10,125
84207,36762,2001955,9,125
17704,36089,1919592,17,125
74180,37703,1995837,16,125
96113,36624,1952610,20,125
2176,35837,1919012,4,125
93897,35075,1919868,10,125
57904,37576,1926382,7,125
84440,36762,2001957,8,125
45826,36844,1976031,20,125
46870,37164,1959915,6,125
100016,36632,1932906,34,125
14536,36531,1966477,11,125
35518,37567,1994175,17,125
92040,36762,2001959,4,125
90363,35063,1989825,30,125
85689,41432,2098585,92,129
15070,35088,1950400,22,125
93794,35137,1929728,19,125
231,36261,1927692,9,125
27334,37653,1991791,41,125
79938,35137,1929478,13,125
84595,40713,2093173,90,129
83550,36069,1989505,37,125
56472,36056,1992913,31,125
78204,35216,1919188,3,125
96114,36581,1925632,9,125
56825,36935,1953874,0,125
90481,36242,1939486,7,125
68243,36844,1974303,28,125
97742,35076,1990955,15,125
93099,37265,1931548,14,125
48476,37164,1959913,10,125
68170,35216,1919182,4,125
101334,36660,1920952,20,125
85023,36511,1980679,8,125
101329,36660,1920956,17,125
101331,36660,1920960,15,125
87817,35116,1971339,13,125
101330,36660,1920964,14,125
89471,36660,1920966,10,125
101332,36660,1920968,8,125
74630,35063,1990229,23,125
78702,36895,1954358,11,125
78205,37374,1985055,6,125
73625,36895,1967307,8,125
88173,36895,1967309,6,125
73275,36895,1967311,6,125
56471,36056,1993035,26,125
14035,36624,1952696,34,125
53347,36944,1946610,8,125
97178,35086,1925726,19,125
94724,35837,1919016,6,125
52743,35216,1919190,12,125
100842,36045,1945688,25,125
64663,35075,1919864,11,125
50353,36581,1925620,17,125
84444,35190,2002445,20,125
101383,46698,14598441,60,154
56176,35087,1917634,9,125
77706,39141,2077197,40,129
18745,37726,1957901,19,125
73531,35075,1919874,8,125
70964,36511,1980681,7,125
52832,36196,1966271,31,125
63199,35837,1918986,17,125
55116,36632,1932912,22,125
23260,38334,2049811,25,130
46873,37109,1964795,9,125
88386,36579,1951186,1,125
86681,36056,1993219,12,125
37807,36160,1924926,27,125
100729,36089,1919588,27,125
1396,35837,1919014,16,125
75959,36089,1919596,9,125
74488,40206,2060647,25,130
99365,40761,2068809,131,129
100939,36089,1919600,8,125
86216,36268,1935398,17,125
76348,36089,1919604,5,125
94080,35216,1919184,17,125
57573,35952,1920148,3,125
88717,35952,1920158,2,125
2906,37726,1958011,21,125
86683,36056,1993337,20,125
86649,36511,1980683,7,125
72426,42767,3145759,206,139
48146,35959,1924096,16,125
93182,35694,1958177,7,125
13300,36637,1939252,26,125
98785,36511,1980711,11,125
95504,35218,1919362,0,125
94286,35849,1993019,37,125
62733,35509,1927764,20,125
57830,36178,1994011,26,125
2026,36318,1952630,18,125
83426,36358,1920744,5,125
82008,36358,1920776,6,125
62898,36358,1920820,4,125
96875,36358,1920830,4,125
26593,36358,1920836,6,125
92065,37694,1996239,34,125
15505,36358,1924210,6,125
71615,36358,1924800,6,125
26590,36358,1924820,7,125
38626,36358,1924936,5,125
72703,36358,1935050,26,125
95520,36421,1951486,5,125
97365,36358,1935132,3,125
81727,36358,1935574,10,125
96578,36358,1935588,13,125
556,36113,1922424,5,125
50129,37414,1986669,15,125
71855,35169,1936524,21,125
57417,35367,1942874,26,125
62917,36234,1920426,12,125
54508,35420,1955917,4,125
96048,36083,2003025,33,125
14452,36113,1922344,14,125
27883,36358,1920718,25,125
72282,36361,1988987,20,125
64232,36816,1952232,10,125
79993,36373,1982613,3,125
62478,35509,1927530,14,125
83037,35213,1937462,10,125
35605,37676,1997075,19,125
101799,35809,1940976,19,125
57632,37675,2000801,21,125
13915,35107,1963871,24,125
81269,36421,1951218,6,125
96102,39066,2012365,137,129
63713,35807,1991607,29,125
96521,35109,1959755,18,125
37021,35778,1947036,24,125
85686,40505,2047833,80,129
50126,37293,1992491,8,125
37732,35411,1997651,28,125
73801,35807,1991611,28,125
73986,35685,1968337,18,125
57631,36358,1920840,15,125
98094,35774,1925874,21,125
70583,35661,1950812,9,125
87647,35420,1956637,9,125
46438,37828,2001473,15,125
55500,37677,1995449,24,125
99202,36421,1950952,1,125
63717,35773,1933190,11,125
83793,36319,1931652,2,125
57404,37826,1963991,8,125
63760,36461,1972955,15,125
13015,37748,1956173,11,125
89891,36906,1965973,17,125
74059,37828,2001483,5,125
38953,36319,1931670,6,125
58945,36651,1931980,15,125
59983,35368,1924808,14,125
63285,37748,1956385,14,125
83276,36402,1953140,19,125
63054,35661,1951054,17,125
74614,35807,1991617,27,125
70586,36178,1994009,26,125
7993,36319,1931674,9,125
52997,35510,1927662,25,125
72602,37828,2001485,2,125
1681,37828,2001487,4,125
72891,35661,1950130,22,125
13312,36104,1968825,43,125
95737,37828,2001489,7,125
105451,37828,2001491,7,125
63106,35661,1950128,29,125
1821,35725,1979337,17,125
28843,35772,1933200,12,125
57977,36651,1931976,16,125
63716,36651,1931964,18,125
71980,40205,2098793,16,130
57827,36178,1994045,26,125
76450,35554,1971177,4,125
70593,35257,1919334,9,125
90044,36113,1921780,7,125
46435,37828,2001493,9,125
63052,36178,1994081,27,125
60989,35420,1955707,9,125
80204,37939,2001331,23,125
67400,35725,1979439,30,125
64332,36361,1989139,29,125
15502,36358,1924266,18,125
82882,36113,1921856,4,125
21538,35113,1974261,30,125
102867,37939,2001333,17,125
99646,36651,1932048,6,125
94791,35661,1950124,18,125
62732,36113,1922196,7,125
1826,36113,1922258,2,125
35602,35509,1927654,18,125
64331,36983,1962555,17,125
82092,35807,1991641,22,125
70567,36651,1931990,14,125
55710,36361,1989583,18,125
80063,37939,2001335,12,125
86528,35661,1950418,22,125
62734,36727,1952110,8,125
96286,39066,2012377,1,129
102899,37939,2001337,12,125
106484,37939,2001339,9,125
109637,38465,2063917,20,129
85121,36727,1952270,7,125
100405,50221,24155877,34,174
56959,36561,1957087,24,125
62731,35509,1927982,12,125
98268,36727,1952364,9,125
83430,37674,2000195,23,125
1921,36537,1945700,31,125
70587,35661,1950134,16,125
81435,35113,1974271,23,125
81722,36727,1952464,4,125
63352,36265,1935008,13,125
72424,42510,2819339,187,139
63105,35774,1925870,17,125
1926,35542,1922516,18,125
65419,40205,2099549,20,130
63429,36727,1953138,7,125
73990,36651,1932016,10,125
70650,36727,1953146,12,125
64564,35076,1990943,21,125
27274,35295,1954756,21,125
43225,36358,1920572,16,125
56939,36344,1944012,11,125
83145,35420,1957021,2,125
131704,45434,17403837,260,154
46684,38274,2048719,12,130
63707,43126,3608923,187,139
87177,41487,2058289,12,129
37435,35213,1937464,14,125
51759,40447,2034099,15,130
62532,36319,1931722,16,125
100113,36578,1951968,12,125
57831,35661,1950152,16,125
84725,37646,1972187,12,125
65233,36781,1969939,14,125
93720,35481,1919830,8,125
24199,35773,1933376,18,125
83156,36651,1932068,1,125
53628,37676,1996945,25,125
108436,45215,14639613,80,154
71370,41146,2019887,45,130
93810,35900,1928068,14,125
71860,35900,1928070,12,125
87081,35900,1928072,10,125
98101,35900,1928074,11,125
27832,36828,1989819,22,125
101522,35421,1976691,6,125
49871,36284,1993663,44,125
99996,36828,1990085,15,125
70546,35900,1928082,9,125
65563,35900,1928084,6,125
59855,35492,1988945,15,125
49375,35900,1928088,13,125
83883,37424,1979351,24,125
106155,37939,2001343,7,125
82568,38067,2005595,27,125
53627,35468,1924174,23,125
84886,35091,1947996,14,125
45781,36240,2001205,22,125
97003,35900,1928098,3,125
99667,38040,2005541,33,125
87090,36781,1970001,17,125
81531,36174,1986919,37,125
69586,36240,2001171,20,125
102863,37939,2001345,4,125
91003,37939,2001347,3,125
77715,35411,1997641,25,125
43384,35644,1941360,19,125
87188,35900,1945316,6,125
61685,37756,1988833,26,125
85745,35900,1945322,5,125
65199,35900,1945324,4,125
61582,35900,1945326,4,125
80277,37939,2001341,7,125
36196,37677,1995465,16,125
65405,35900,1945332,3,125
98292,35900,1945334,3,125
58243,35063,1990693,15,125
71009,35408,1957481,29,125
53967,35457,1961417,11,125
64230,36361,1990063,11,125
101096,35420,1957443,12,125
27628,37181,1989651,31,125
102869,37939,2001349,2,125
25300,35594,1950390,28,125
98772,35149,1972445,23,125
27829,36708,1953472,13,125
56943,37095,1941450,15,125
93982,35421,1978193,10,125
82965,40665,2098847,40,129
18649,37181,1990213,34,125
87089,35900,1945306,15,125
57829,36651,1932060,3,125
83880,37339,1957237,7,125
85446,41170,2102505,12,130
84901,35291,1944854,10,125
36199,35107,1963391,12,125
17326,38040,2005593,29,125
67482,37756,1989513,5,125
42109,38486,2010627,44,130
70652,37676,1997089,22,125
58754,35510,1926884,22,125
75699,35650,2002691,25,125
83863,36816,1952356,10,125
45787,36237,1941550,14,125
62517,37078,1978879,23,125
59817,35640,1921018,3,125
76627,35481,1919954,17,125
124331,42425,2818725,125,139
104063,36921,1985949,9,125
64231,36319,1931782,9,125
70969,37424,1979353,22,125
48185,38596,2005941,49,130
98956,41432,2099059,61,129
83879,36380,1998413,26,125
62951,37346,1930112,8,125
48083,37181,1990347,24,125
93196,36736,1919466,37,125
23647,36082,2002777,34,125
107343,38596,2005945,36,130
72284,35900,1928064,21,125
17674,37346,1930060,7,125
84591,40713,2092879,134,129
93131,36284,1993951,48,125
74093,35643,1931484,17,125
93809,35573,1986201,12,125
95384,35594,1951472,18,125
48728,35649,1996331,27,125
110891,38694,2081547,174,129
81966,36992,1945374,15,125
73914,37424,1979363,16,125
50593,35169,1936526,20,125
94942,36174,1987191,31,125
50480,35158,1969875,49,125
64005,35399,1920038,12,125
46738,37316,1957247,11,125
94776,35685,1968333,23,125
396,36736,1919468,36,125
97794,35573,1986203,11,125
95511,36839,1928348,8,125
59843,37424,1979361,16,125
8791,40715,2036025,172,130
90640,36839,1928354,8,125
48112,37756,1990031,7,125
96903,38465,2063939,41,129
51149,37794,1991411,23,125
70621,35481,1919824,12,125
70615,36174,1990625,14,125
65602,36781,1970363,13,125
49854,36284,1994689,28,125
82281,35270,1919670,2,125
65504,35573,1986213,10,125
36334,36736,1919474,25,125
57978,35774,1925854,14,125
33277,35649,1996303,49,125
89890,37346,1930124,7,125
71984,36284,1995359,19,125
66831,35481,1919974,17,125
87708,36166,1947902,29,125
72281,35573,1986229,3,125
95273,35270,1919676,5,125
62946,37346,1930036,18,125
69379,36814,1953600,7,125
65388,35399,1920080,12,125
62942,35331,1919984,12,125
14581,37703,1996123,20,125
93708,37694,1996235,47,125
81404,37675,2000819,24,125
107969,38596,2005939,51,130
97419,36251,1923944,18,125
92233,39146,2022727,22,129
46456,41170,2102507,87,130
64965,43690,3661529,77,138
107479,40715,2036045,72,130
72423,42767,3145761,175,139
84431,36814,1953604,3,125
101670,36762,2001965,6,125
50299,35807,1991629,25,125
50209,35734,1931512,25,125
85916,37674,1999973,19,125
62575,36247,2000571,23,125
54399,35331,1920012,1,125
12193,36637,1939402,10,125
50470,37171,1986249,18,125
61,36239,1982991,25,125
62569,37200,1993963,13,125
24136,35592,1979611,23,125
105937,36762,2001987,6,125
21967,36261,1927908,26,125
100822,36814,1953606,2,125
62516,37078,1978555,33,125
37300,35206,1930376,20,125
83118,36655,1922922,4,125
51795,36240,2001211,16,125
101999,36762,2002001,12,125
93292,35348,1920544,21,125
45784,36237,1941538,26,125
98758,36655,1936200,14,125
89888,36133,1985757,19,125
70368,37675,2000823,39,125
79550,35919,1992509,19,125
94184,36238,1950744,11,125
13918,36461,1972945,20,125
124448,42758,2828397,19,138
66087,35537,1920806,10,125
15061,36247,2000573,23,125
13264,36154,1957389,11,125
89812,36235,1931626,2,125
66708,36207,1960379,29,125
89489,36313,1970749,6,125
95168,35771,1965237,16,125
100550,36762,2002009,0,125
37336,36204,1920874,16,125
60562,36165,1993775,24,125
100963,36520,1968525,8,125
56904,35113,1974255,38,125
93330,37010,1955565,26,125
53629,37695,1995297,18,125
97270,35914,1920732,10,125
40228,36733,1987209,46,125
97392,37325,1991877,37,125
69692,35498,1920082,1,125
21178,36235,1931630,3,125
31978,36814,1953602,4,125
37705,36154,1957385,12,125
54279,36762,2002013,1,125
4646,35206,1930320,20,125
63162,35411,1997709,16,125
54133,36944,1946526,34,125
93275,35110,1920260,2,125
83278,35918,1992421,17,125
6726,35725,1979463,28,125
21973,35914,1920222,6,125
66500,36238,1951972,8,125
56122,36175,1935084,27,125
84781,37215,1979973,24,125
63522,35857,1920720,14,125
100964,37071,1982703,9,125
13516,36624,1952544,26,125
88764,36464,1952052,11,125
113405,40665,2099327,30,129
99597,36426,1950222,22,125
61668,36426,1950220,7,125
80708,36762,2002017,5,125
70558,36781,1970957,14,125
14104,35914,1920848,15,125
52991,37569,1936038,13,125
101995,36762,2001961,3,125
58276,37528,1979041,17,125
93406,36454,1967813,21,125
84549,37200,1994343,35,125
115780,39763,2091709,76,130
40219,36395,1962015,12,125
13285,36154,1957381,18,125
60677,36049,1957251,22,125
54511,35771,1965235,17,125
39982,36116,1934002,15,125
70559,36781,1972085,5,125
88520,36628,1922670,25,125
100346,36165,1994155,32,125
62745,37569,1936060,13,125
95481,36628,1922674,24,125
101055,36426,1980173,27,125
66961,39028,2027003,7,130
54902,35537,1920802,12,125
99677,36700,1969291,6,125
26242,35088,1951196,11,125
96937,36628,1922692,19,125
52167,36628,1922696,14,125
52168,36628,1922698,14,125
52496,36628,1922700,11,125
78519,39066,2012633,1,129
50160,37278,1944424,4,125
102028,36628,1922704,8,125
56696,35113,1974263,33,125
85151,36762,2002021,2,125
26245,35088,1950622,5,125
64156,36247,2000577,13,125
13246,36636,1922202,24,125
77742,35651,2002643,21,125
57745,40205,2098429,20,130
35362,37078,1979169,15,125
77610,36426,1980183,7,125
87008,36426,1980185,5,125
13309,36154,1957377,37,125
89400,36426,1980189,4,125
80672,36426,1980191,4,125
89442,36426,1980193,4,125
77611,36426,1980195,4,125
86407,36426,1980197,2,125
77267,36426,1980199,1,125
88970,36426,1980201,0,125
62568,35483,1975625,15,125
74307,36426,1950214,25,125
50208,36305,1999997,22,125
74092,35651,2002655,9,125
84815,39066,2012641,20,129
56650,35177,1925182,19,125
40231,35570,1925974,20,125
85685,36165,1993993,26,125
71108,35480,1920434,7,125
84592,40713,2092505,80,129
93333,35088,1950472,39,125
50413,35648,1991497,8,125
111778,40500,2071561,20,129
106521,35651,2002669,3,125
28735,35331,1919994,7,125
85173,36305,1999469,31,125
