award_id,event_id,team_id,qualification
75214,35112,64629,RC
75214,35112,64629,CREATE U.S. Open
75215,35112,64629,RC
75215,35112,64629,CREATE U.S. Open
75215,35112,58159,RC
75215,35112,58159,CREATE U.S. Open
75216,35112,70324,RC
75216,35112,70324,CREATE U.S. Open
75219,35112,64631,RC
75219,35112,64631,CREATE U.S. Open
77706,35625,94944,CREATE U.S. Open
77706,35625,88539,CREATE U.S. Open
77711,35625,52354,CREATE U.S. Open
77720,35625,94944,CREATE U.S. Open
77692,35624,48209,CREATE U.S. Open
77692,35624,41329,CREATE U.S. Open
80916,35624,47551,CREATE U.S. Open
75091,35087,53953,RE-VRC-18-6632
75092,35087,56175,RE-VRC-18-6632
75092,35087,71139,RE-VRC-18-6632
75095,35087,71795,RE-VRC-18-6632
75097,35087,82364,RE-VRC-18-6632
75097,35087,56176,RE-VRC-18-6632
77441,35587,96328,CREATE U.S. Open
77442,35587,50575,CREATE U.S. Open
77442,35587,94469,CREATE U.S. Open
76429,35353,82096,RC
75723,35182,24235,RC
75723,35182,24235,CREATE U.S. Open
75724,35182,13993,RC
75724,35182,13993,CREATE U.S. Open
75724,35182,24235,RC
75724,35182,24235,CREATE U.S. Open
75728,35182,37807,CREATE U.S. Open
75732,35182,24235,CREATE U.S. Open
77843,35629,57157,World Championship
75076,35084,76845,RE-VRC-18-6632
75077,35084,82364,RE-VRC-18-6632
75077,35084,70315,RE-VRC-18-6632
75078,35084,53953,RE-VRC-18-6632
84589,35084,70488,RE-VRC-18-6632
84589,35084,53953,RE-VRC-18-6632
75813,35199,70274,RC
75814,35199,72033,RC
75814,35199,70274,RC
77287,35551,581,RC
77287,35551,581,CREATE U.S. Open
77287,35551,63867,RC
77287,35551,63867,CREATE U.S. Open
77288,35551,581,RC
77288,35551,581,CREATE U.S. Open
77289,35551,19159,RC
77289,35551,1136,RC
77290,35551,581,RC
77290,35551,581,CREATE U.S. Open
77312,35551,581,RC
77312,35551,581,CREATE U.S. Open
77455,35588,52003,CREATE U.S. Open
77456,35588,47443,CREATE U.S. Open
77456,35588,95977,CREATE U.S. Open
77461,35588,47443,CREATE U.S. Open
77845,35630,95620,CREATE U.S. Open
77845,35630,95639,CREATE U.S. Open
77850,35630,95639,CREATE U.S. Open
77875,35630,95620,CREATE U.S. Open
78551,35759,88519,CREATE U.S. Open
78551,35759,77603,CREATE U.S. Open
83472,36487,52405,RC
83472,36487,52405,CREATE U.S. Open
83473,36487,66413,CREATE U.S. Open
83473,36487,52405,CREATE U.S. Open
76270,35027,89776,RC
76270,35027,89776,CREATE U.S. Open
76271,35027,89776,RC
76271,35027,89776,CREATE U.S. Open
76271,35027,81111,RC
76271,35027,81111,CREATE U.S. Open
76272,35027,81111,CREATE U.S. Open
76273,35027,89776,CREATE U.S. Open
75364,35108,50083,RC
75364,35108,50083,CREATE U.S. Open
75364,35108,82171,RC
75364,35108,82171,CREATE U.S. Open
75372,35108,50546,CREATE U.S. Open
97509,35108,50546,RC
97509,35108,50546,CREATE U.S. Open
97510,35108,50205,RC
97510,35108,50205,CREATE U.S. Open
75376,35109,70364,RC
75376,35109,70364,CREATE U.S. Open
75376,35109,93030,RC
75376,35109,93030,CREATE U.S. Open
75380,35109,56440,CREATE U.S. Open
75384,35109,93030,CREATE U.S. Open
95276,35109,6946,RC
95276,35109,6946,CREATE U.S. Open
75994,35225,92998,RC
75995,35225,50480,RC
75995,35225,92998,RC
77165,35529,62904,RC
77165,35529,62904,CREATE U.S. Open
77166,35529,62904,RC
77166,35529,62904,CREATE U.S. Open
77166,35529,22798,RC
77166,35529,22798,CREATE U.S. Open
77171,35529,8902,CREATE U.S. Open
78836,35817,88519,CREATE U.S. Open
78836,35817,71517,CREATE U.S. Open
78841,35817,77603,CREATE U.S. Open
96477,35817,8788,CREATE U.S. Open
75321,35125,93623,RC
75322,35125,73626,RC
75322,35125,69839,RC
75316,35123,93005,RC
75317,35123,93005,RC
75317,35123,93007,RC
75558,35160,77801,RE-VRC-18-5731
75558,35160,48423,RE-VRC-18-5731
75035,35078,50508,RC
75035,35078,50508,CREATE U.S. Open
75036,35078,99933,RC
75036,35078,99933,CREATE U.S. Open
75036,35078,99279,RC
75036,35078,99279,CREATE U.S. Open
92222,35078,50508,CREATE U.S. Open
93524,35078,99936,CREATE U.S. Open
75874,35208,81242,RC
75875,35208,70738,RC
75875,35208,70757,RC
78057,35664,87099,RC
78057,35664,87099,CREATE U.S. Open
78058,35664,21139,RC
78058,35664,21139,CREATE U.S. Open
78058,35664,56587,RC
78058,35664,56587,CREATE U.S. Open
78059,35664,74180,CREATE U.S. Open
78061,35664,21139,CREATE U.S. Open
83815,36531,90159,RC
83815,36531,90159,CREATE U.S. Open
83815,36531,74730,RC
83815,36531,74730,CREATE U.S. Open
83816,36531,90159,CREATE U.S. Open
83818,36531,90159,CREATE U.S. Open
84006,36531,51965,RC
84006,36531,51965,CREATE U.S. Open
82066,36297,56472,RC
82066,36297,56472,CREATE U.S. Open
82066,36297,56473,RC
82066,36297,56473,CREATE U.S. Open
88622,36297,56473,RC
88622,36297,56473,CREATE U.S. Open
88624,36297,56472,RC
88624,36297,56472,CREATE U.S. Open
88627,36297,56471,RC
88627,36297,56471,CREATE U.S. Open
75919,35216,66276,RC
75919,35216,66276,CREATE U.S. Open
75920,35216,22030,RC
75920,35216,22030,CREATE U.S. Open
75920,35216,52743,RC
75920,35216,52743,CREATE U.S. Open
75921,35216,35518,RC
75921,35216,35518,CREATE U.S. Open
75922,35216,94080,CREATE U.S. Open
79655,35837,24235,RC
79655,35837,24235,CREATE U.S. Open
79656,35837,37807,RC
79656,35837,37807,CREATE U.S. Open
79656,35837,94857,RC
79656,35837,94857,CREATE U.S. Open
79660,35837,37807,RC
79660,35837,37807,CREATE U.S. Open
79663,35837,24235,CREATE U.S. Open
75552,35159,93333,RC
75552,35159,93333,CREATE U.S. Open
75553,35159,93333,RC
75553,35159,93333,CREATE U.S. Open
75553,35159,56696,RC
75553,35159,56696,CREATE U.S. Open
75554,35159,24805,CREATE U.S. Open
83477,36489,71488,RC
83478,36489,70757,RC
83478,36489,70739,RC
80137,36057,96885,RC
80137,36057,96885,CREATE U.S. Open
80137,36057,94652,RC
80137,36057,94652,CREATE U.S. Open
84169,36581,94857,RC
84169,36581,94857,CREATE U.S. Open
84170,36581,24235,RC
84170,36581,24235,CREATE U.S. Open
84170,36581,94856,RC
84170,36581,94856,CREATE U.S. Open
84172,36581,241,RC
84172,36581,241,CREATE U.S. Open
89530,36581,24640,RC
89530,36581,2176,RC
92145,36581,24640,CREATE U.S. Open
79394,35915,93495,RC
79395,35915,70274,RC
79395,35915,72033,RC
79397,35915,55500,RC
84835,36660,101334,CREATE U.S. Open
84835,36660,88534,CREATE U.S. Open
86381,36895,96815,RC
86381,36895,96815,CREATE U.S. Open
86382,36895,93003,RC
86382,36895,93003,CREATE U.S. Open
86382,36895,100842,RC
86382,36895,100842,CREATE U.S. Open
86383,36895,85024,CREATE U.S. Open
86385,36895,93003,CREATE U.S. Open
75011,35075,82086,RC
75011,35075,82086,CREATE U.S. Open
75011,35075,93897,RC
75011,35075,93897,CREATE U.S. Open
75016,35075,39226,RC
75016,35075,39226,RE-VRC-18-6284
75016,35075,39226,RE-VRC-18-6285
75016,35075,39226,RE-VRC-18-6380
75016,35075,39226,CREATE U.S. Open
75018,35075,86201,RC
75018,35075,86201,RE-VRC-18-6284
75018,35075,86201,RE-VRC-18-6285
75018,35075,86201,RE-VRC-18-6380
75018,35075,86201,CREATE U.S. Open
83046,35075,45820,RC
83046,35075,45820,RE-VRC-18-6284
83046,35075,45820,RE-VRC-18-6285
83046,35075,45820,RE-VRC-18-6380
83046,35075,45820,CREATE U.S. Open
80435,36089,100728,RE-VRC-18-6083
80583,36089,56640,RE-VRC-18-6082
79168,35871,81181,RE-VRC-18-5731
79168,35871,33766,RE-VRC-18-5731
79628,35952,71795,RE-VRC-18-6632
79629,35952,100016,RE-VRC-18-6632
79629,35952,70488,RE-VRC-18-6632
79630,35952,70312,RE-VRC-18-6632
84590,35952,70313,RE-VRC-18-6632
84590,35952,70315,RE-VRC-18-6632
91034,37503,52942,RC
91034,37503,52942,CREATE U.S. Open
91034,37503,97529,RC
91034,37503,97529,CREATE U.S. Open
91035,37503,101126,CREATE U.S. Open
91036,37503,52942,CREATE U.S. Open
92095,37503,74597,RC
92095,37503,74597,CREATE U.S. Open
92096,37503,52942,RC
92096,37503,52942,CREATE U.S. Open
89369,37265,36145,RC
89369,37265,36145,CREATE U.S. Open
89369,37265,60494,RC
89369,37265,60494,CREATE U.S. Open
89370,37265,82296,RC
89370,37265,82296,CREATE U.S. Open
89372,37265,49048,CREATE U.S. Open
90532,37265,88298,RC
90532,37265,88298,CREATE U.S. Open
96144,37745,95743,RE-VRC-18-6082
75279,35111,40228,RC
75279,35111,40228,CREATE U.S. Open
75280,35111,40228,RC
75280,35111,40228,CREATE U.S. Open
75280,35111,30058,RC
75280,35111,30058,CREATE U.S. Open
75283,35111,93735,RC
75283,35111,47080,RC
75284,35111,93735,RC
75284,35111,93735,CREATE U.S. Open
94866,35111,26005,RC
94866,35111,26005,CREATE U.S. Open
75643,35169,75673,RC
75644,35169,75673,RC
75644,35169,55966,RC
96658,35169,79330,RC
75001,35069,21820,RC
75001,35069,21820,CREATE U.S. Open
75001,35069,21811,RC
75001,35069,21811,CREATE U.S. Open
75003,35069,33427,RC
75003,35069,33427,CREATE U.S. Open
75005,35069,37162,RC
75005,35069,49971,RC
75006,35069,48153,RC
75006,35069,48153,CREATE U.S. Open
76946,35069,37162,RC
76946,35069,37162,CREATE U.S. Open
76704,35351,81679,RC
76704,35351,81679,CREATE U.S. Open
76705,35351,81679,RC
76705,35351,81679,CREATE U.S. Open
76705,35351,39493,RC
76705,35351,39493,CREATE U.S. Open
76706,35351,64767,RC
76706,35351,64767,CREATE U.S. Open
76707,35351,92008,RC
76707,35351,94436,RC
76708,35351,79305,RC
76708,35351,79305,CREATE U.S. Open
76664,35418,45784,RC
76664,35418,45784,CREATE U.S. Open
76665,35418,45784,RC
76665,35418,45784,CREATE U.S. Open
76665,35418,50276,RC
75983,35218,54334,RC
75983,35218,54334,CREATE U.S. Open
75983,35218,43612,RC
75983,35218,43612,CREATE U.S. Open
75984,35218,95502,RC
75984,35218,95502,RE-VRC-18-5973
75984,35218,95502,RE-VRC-18-6183
75984,35218,95502,CREATE U.S. Open
75986,35218,57402,RC
75986,35218,57402,RE-VRC-18-5973
75986,35218,57402,RE-VRC-18-6183
75986,35218,57402,CREATE U.S. Open
83640,35218,57614,RC
83640,35218,57614,RE-VRC-18-5973
83640,35218,57614,CREATE U.S. Open
83641,35218,57402,RC
83641,35218,57402,RE-VRC-18-6183
83641,35218,57402,CREATE U.S. Open
82545,36358,26590,RC
82546,36358,52997,RC
82546,36358,63527,RC
79889,35257,81350,RC
79889,35257,81350,CREATE U.S. Open
79890,35257,83629,RC
79890,35257,83629,CREATE U.S. Open
79890,35257,81350,RC
79890,35257,81350,CREATE U.S. Open
91272,35257,13312,CREATE U.S. Open
91278,35257,81350,CREATE U.S. Open
79307,35900,72284,RC
79307,35900,72284,CREATE U.S. Open
79307,35900,79034,RC
79307,35900,79034,CREATE U.S. Open
95277,35900,72284,RC
95277,35900,72284,CREATE U.S. Open
97511,35900,82480,RC
97511,35900,82480,CREATE U.S. Open
97512,35900,57708,RC
97512,35900,57708,CREATE U.S. Open
76687,35427,70666,RC
76687,35427,70666,CREATE U.S. Open
76688,35427,62940,RC
76688,35427,62940,CREATE U.S. Open
76688,35427,62942,RC
76688,35427,62942,CREATE U.S. Open
76692,35427,62940,RC
76692,35427,62940,CREATE U.S. Open
77897,35640,74085,RC
77898,35640,74085,RC
77898,35640,12097,RC
77902,35640,58014,RC
77905,35640,12097,RC
76156,35276,56472,RC
76157,35276,50480,RC
76157,35276,93708,RC
92168,35858,26893,RC
92168,35858,551,RC
92171,35858,92998,RC
81225,35270,49871,RC
81225,35270,49871,CREATE U.S. Open
81226,35270,71984,RC
81226,35270,71984,RE-VRC-18-6284
81226,35270,71984,RE-VRC-18-6285
81226,35270,71984,RE-VRC-18-6380
81226,35270,71984,CREATE U.S. Open
81226,35270,49854,RC
81226,35270,49854,RE-VRC-18-6284
81226,35270,49854,RE-VRC-18-6285
81226,35270,49854,RE-VRC-18-6380
81226,35270,49854,CREATE U.S. Open
81231,35270,18301,RC
81231,35270,18301,RE-VRC-18-6284
81231,35270,18301,RE-VRC-18-6285
81231,35270,18301,RE-VRC-18-6380
81231,35270,18301,CREATE U.S. Open
81234,35270,83795,RC
81234,35270,83795,RE-VRC-18-6284
81234,35270,83795,RE-VRC-18-6380
81234,35270,83795,CREATE U.S. Open
83078,35270,83795,RC
83078,35270,83795,RE-VRC-18-6284
83078,35270,83795,RE-VRC-18-6285
83078,35270,83795,RE-VRC-18-6380
83078,35270,49714,RC
83078,35270,49714,RE-VRC-18-6284
83078,35270,49714,RE-VRC-18-6285
83078,35270,49714,RE-VRC-18-6380
76874,35481,72797,RC
76875,35481,72797,RC
76875,35481,93495,RC
76609,35399,27628,RC
76609,35399,27628,CREATE U.S. Open
76610,35399,18649,CREATE U.S. Open
76610,35399,82568,CREATE U.S. Open
87712,35399,85352,CREATE U.S. Open
92217,35399,27628,CREATE U.S. Open
76352,35331,62942,RC
76352,35331,70652,RC
94893,35331,62516,RC
94894,35331,79330,RC
84813,36655,100812,RC
84813,36655,100812,CREATE U.S. Open
84813,36655,81184,RC
84813,36655,81184,CREATE U.S. Open
84814,36655,66174,RC
84814,36655,66174,CREATE U.S. Open
84815,36655,66174,CREATE U.S. Open
84826,36655,98758,RC
84826,36655,98758,CREATE U.S. Open
84827,36655,81184,RC
84827,36655,81184,CREATE U.S. Open
76975,35498,83635,RC
76976,35498,95168,RC
76976,35498,82206,RC
75208,35110,18745,RC
75208,35110,18745,CREATE U.S. Open
75209,35110,63768,RC
75209,35110,63768,CREATE U.S. Open
75209,35110,18745,RC
75209,35110,18745,CREATE U.S. Open
75210,35110,24223,RC
75210,35110,24223,CREATE U.S. Open
75213,35110,56696,RC
75213,35110,94076,RC
79391,35914,63199,RC
79391,35914,63199,CREATE U.S. Open
79391,35914,14035,RC
79391,35914,14035,CREATE U.S. Open
79392,35914,14035,CREATE U.S. Open
87146,35914,70457,RC
87146,35914,70457,CREATE U.S. Open
76394,35348,81059,RC
76394,35348,81059,CREATE U.S. Open
76395,35348,93292,RC
76395,35348,93292,CREATE U.S. Open
76395,35348,81059,RC
76395,35348,81059,CREATE U.S. Open
76399,35348,37300,CREATE U.S. Open
76403,35348,81059,CREATE U.S. Open
77199,35537,66087,RC
77199,35537,66087,CREATE U.S. Open
77200,35537,61395,CREATE U.S. Open
77200,35537,54902,CREATE U.S. Open
77201,35537,61395,CREATE U.S. Open
77204,35537,61395,CREATE U.S. Open
84462,36628,40162,World Championship
84463,36628,67487,World Championship
84463,36628,52004,World Championship
84468,36628,56488,World Championship
84472,36628,95481,World Championship
84472,36628,95730,World Championship
84473,36628,71517,World Championship
86024,36426,60562,RC
86024,36426,60562,CREATE U.S. Open
86024,36426,85685,RC
86024,36426,85685,CREATE U.S. Open
86025,36426,85685,RC
86025,36426,85685,CREATE U.S. Open
86027,36426,101055,CREATE U.S. Open
86029,36426,99597,RC
86029,36426,99597,CREATE U.S. Open
86030,36426,88971,RC
86030,36426,88971,CREATE U.S. Open
76862,35480,50636,RC
76862,35480,50636,CREATE U.S. Open
76863,35480,66708,RC
76863,35480,66708,CREATE U.S. Open
76863,35480,71108,RC
76863,35480,71108,CREATE U.S. Open
76864,35480,62569,RC
76864,35480,62569,CREATE U.S. Open
76865,35480,50636,CREATE U.S. Open
77430,35583,47284,RC
77430,35583,40228,RC
94088,35583,4416,RC
94088,35583,4416,CREATE U.S. Open
94089,35583,47080,RC
94089,35583,47080,CREATE U.S. Open
94089,35583,4556,RC
94089,35583,4556,CREATE U.S. Open
94090,35583,50004,RC
94090,35583,50004,CREATE U.S. Open
94091,35583,40228,CREATE U.S. Open
81241,36204,85173,RC
81241,36204,85173,CREATE U.S. Open
81241,36204,56650,RC
81241,36204,56650,CREATE U.S. Open
81292,36204,56650,CREATE U.S. Open
81293,36204,85173,CREATE U.S. Open
93558,36204,85173,RC
93558,36204,85173,CREATE U.S. Open
78142,35677,57495,RC
78142,35677,57495,CREATE U.S. Open
78142,35677,77425,RC
78142,35677,77425,CREATE U.S. Open
78143,35677,45823,RC
78143,35677,45823,CREATE U.S. Open
78145,35677,32578,CREATE U.S. Open
93921,35677,49048,RC
93921,35677,49048,CREATE U.S. Open
81769,36269,53103,RC
81769,36269,53103,CREATE U.S. Open
81770,36269,65095,RC
81770,36269,65095,CREATE U.S. Open
81770,36269,53103,RC
81770,36269,53103,CREATE U.S. Open
81772,36269,48108,CREATE U.S. Open
81776,36269,65095,CREATE U.S. Open
79096,35857,63522,RC
79097,35857,81056,RC
79097,35857,83025,RC
79100,35857,55589,RC
81423,36234,37732,RC
81423,36234,37732,CREATE U.S. Open
81424,36234,37732,RC
81424,36234,37732,CREATE U.S. Open
81424,36234,50276,RC
81424,36234,50276,CREATE U.S. Open
81427,36234,37732,RC
81427,36234,37732,CREATE U.S. Open
84081,36577,13312,RC
84081,36577,13312,CREATE U.S. Open
84082,36577,13246,RC
84082,36577,13246,CREATE U.S. Open
84082,36577,13312,RC
84082,36577,13312,CREATE U.S. Open
84083,36577,13552,CREATE U.S. Open
84085,36577,13309,CREATE U.S. Open
79444,35920,60126,RC
79444,35920,60126,CREATE U.S. Open
79444,35920,25795,RC
79444,35920,25795,CREATE U.S. Open
79446,35920,98631,RC
79446,35920,98631,CREATE U.S. Open
79448,35920,57737,CREATE U.S. Open
94877,35920,86164,RC
94877,35920,87637,RC
98529,35920,60126,RC
98529,35920,60126,CREATE U.S. Open
98530,35920,101245,RC
98530,35920,101245,CREATE U.S. Open
98531,35920,57655,RC
77257,35547,98409,RE-VRC-18-6944
77258,35547,88053,RE-VRC-18-6944
77258,35547,26050,RE-VRC-18-6944
77259,35547,98681,RE-VRC-18-6944
77262,35547,88053,RE-VRC-18-6944
94228,35547,88843,RE-VRC-18-6944
94228,35547,15931,RE-VRC-18-6944
82269,36316,53103,RC
82269,36316,53103,CREATE U.S. Open
82270,36316,72670,CREATE U.S. Open
82273,36316,64287,CREATE U.S. Open
82897,36316,53103,RC
82897,36316,53103,CREATE U.S. Open
82897,36316,99047,RC
82897,36316,99047,CREATE U.S. Open
90407,37448,63437,RC
90407,37448,63437,CREATE U.S. Open
90408,37448,63437,CREATE U.S. Open
90408,37448,65756,CREATE U.S. Open
90409,37448,2606,CREATE U.S. Open
90410,37448,63437,CREATE U.S. Open
74838,35033,88121,RC
74838,35033,88121,CREATE U.S. Open
74838,35033,81276,RC
74838,35033,81276,CREATE U.S. Open
74841,35033,89079,RC
74841,35033,81277,RC
74842,35033,81279,RC
74842,35033,81279,CREATE U.S. Open
89330,35033,88121,RC
89330,35033,88121,CREATE U.S. Open
89331,35033,62595,RC
89331,35033,62595,CREATE U.S. Open
84426,36622,65961,World Championship
84426,36622,65961,CREATE U.S. Open
84427,36622,65961,CREATE U.S. Open
84427,36622,75214,CREATE U.S. Open
84428,36622,73860,CREATE U.S. Open
84431,36622,97764,CREATE U.S. Open
84080,35233,84626,RC
84080,35233,76774,RC
80018,36052,90206,RC
80018,36052,90206,CREATE U.S. Open
80018,36052,82736,RC
80018,36052,82736,CREATE U.S. Open
80020,36052,49201,RC
80020,36052,49201,CREATE U.S. Open
80023,36052,52977,CREATE U.S. Open
94899,36052,63835,RC
94899,36052,63835,CREATE U.S. Open
95176,36052,56472,RC
95176,36052,56472,CREATE U.S. Open
74870,35046,72717,RC
74870,35046,72717,CREATE U.S. Open
74871,35046,85352,CREATE U.S. Open
74871,35046,17848,CREATE U.S. Open
74872,35046,85352,CREATE U.S. Open
93510,35046,2606,CREATE U.S. Open
75456,35105,77974,RC
75456,35105,50694,RC
75465,35105,56222,RC
75466,35105,63523,RC
75800,35196,61395,CREATE U.S. Open
94681,35196,61395,RC
94681,35196,61395,CREATE U.S. Open
94682,35196,61395,RC
77551,35516,58597,RC
77551,35516,58597,CREATE U.S. Open
77551,35516,100150,RC
77551,35516,100150,CREATE U.S. Open
80678,35516,100150,RC
80678,35516,100150,CREATE U.S. Open
80680,35516,94639,RC
80680,35516,94639,CREATE U.S. Open
78589,35771,61235,RC
78589,35771,61235,CREATE U.S. Open
78590,35771,95168,RC
78590,35771,95168,CREATE U.S. Open
78590,35771,96707,RC
78590,35771,96707,CREATE U.S. Open
78592,35771,69406,CREATE U.S. Open
98869,35771,96707,CREATE U.S. Open
76255,35301,18352,RC
76256,35301,70738,RC
76256,35301,70757,RC
76257,35301,93449,RC
87811,35301,81192,RC
81843,36278,97237,RC
81843,36278,97237,CREATE U.S. Open
81844,36278,97237,RC
81844,36278,97237,RE-VRC-18-7624
81844,36278,97237,CREATE U.S. Open
81844,36278,21817,RC
81844,36278,21817,RE-VRC-18-7624
81844,36278,21817,CREATE U.S. Open
81845,36278,37162,RC
81845,36278,37162,RE-VRC-18-7624
81845,36278,37162,CREATE U.S. Open
81847,36278,97237,RC
81847,36278,97237,RE-VRC-18-7624
81847,36278,97237,CREATE U.S. Open
82052,36278,37162,RC
82052,36278,37162,RE-VRC-18-7624
82052,36278,49971,RC
82052,36278,49971,RE-VRC-18-7624
84449,36625,71370,World Championship
84449,36625,48814,World Championship
84454,36625,50492,World Championship
84459,36625,81784,World Championship
86557,36925,86304,RC
86557,36925,86304,CREATE U.S. Open
86557,36925,93286,RC
86557,36925,93286,CREATE U.S. Open
86559,36925,93286,CREATE U.S. Open
94462,36925,93285,CREATE U.S. Open
91119,35822,83751,RC
91119,35822,83751,CREATE U.S. Open
91119,35822,71630,RC
91119,35822,71630,CREATE U.S. Open
91564,35822,75686,RC
91564,35822,75686,CREATE U.S. Open
91843,35822,83752,CREATE U.S. Open
82279,36319,56961,RC
82279,36319,56961,CREATE U.S. Open
82280,36319,72282,RC
82280,36319,72282,CREATE U.S. Open
82280,36319,56961,RC
82280,36319,56961,CREATE U.S. Open
82284,36319,56939,RC
82284,36319,56939,CREATE U.S. Open
82287,36319,56961,RC
82287,36319,56961,CREATE U.S. Open
90334,36319,7993,RC
90334,36319,62532,RC
76136,35268,78495,RE-VRC-18-5731
76136,35268,81649,RE-VRC-18-5731
89884,37346,94438,RC
89884,37346,94438,CREATE U.S. Open
89885,37346,94438,RC
89885,37346,94438,CREATE U.S. Open
89885,37346,62946,RC
89885,37346,62946,CREATE U.S. Open
89886,37346,48112,RC
89886,37346,48112,CREATE U.S. Open
89887,37346,62950,RC
89887,37346,6091,RC
89888,37346,62946,RC
89888,37346,62946,CREATE U.S. Open
81428,36235,45781,RC
81428,36235,45781,CREATE U.S. Open
81429,36235,37732,RC
81429,36235,37732,CREATE U.S. Open
81429,36235,58262,RC
81429,36235,58262,CREATE U.S. Open
81430,36235,87707,RC
81430,36235,87707,CREATE U.S. Open
81432,36235,58262,RC
81432,36235,58262,CREATE U.S. Open
83527,36495,72033,CREATE U.S. Open
83527,36495,72033,World Championship
83528,36495,72033,CREATE U.S. Open
83528,36495,72033,World Championship
83528,36495,88735,CREATE U.S. Open
83528,36495,88735,World Championship
83529,36495,88735,CREATE U.S. Open
96265,36495,88735,CREATE U.S. Open
82023,36289,18781,RC
82023,36289,18781,CREATE U.S. Open
82024,36289,18781,RC
82024,36289,18781,CREATE U.S. Open
82024,36289,66259,RC
82024,36289,66259,CREATE U.S. Open
82025,36289,34156,RC
82025,36289,34156,CREATE U.S. Open
82236,36289,34156,CREATE U.S. Open
96139,37744,95744,RE-VRC-18-6083
86317,36662,22390,RC
86317,36662,22390,CREATE U.S. Open
86317,36662,22393,RC
86317,36662,22393,CREATE U.S. Open
86318,36662,22393,RC
86318,36662,22393,CREATE U.S. Open
86319,36662,47038,RC
86319,36662,47038,CREATE U.S. Open
86321,36662,47035,RC
86321,36662,47035,CREATE U.S. Open
75567,35138,93592,RE-VRC-18-5731
75567,35138,33766,RE-VRC-18-5731
83588,36505,49508,World Championship
83589,36505,59508,World Championship
86322,36654,63050,RC
86322,36654,63050,CREATE U.S. Open
86323,36654,57826,RC
86323,36654,57826,CREATE U.S. Open
86323,36654,37027,RC
86323,36654,37027,CREATE U.S. Open
86324,36654,57830,RC
86324,36654,57830,CREATE U.S. Open
86326,36654,63050,CREATE U.S. Open
85607,36759,56837,RC
85607,36759,56837,CREATE U.S. Open
85607,36759,93715,RC
85607,36759,93715,CREATE U.S. Open
85608,36759,73876,RC
85608,36759,73876,CREATE U.S. Open
85610,36759,56837,RC
85610,36759,56837,CREATE U.S. Open
96781,36759,56837,RC
96781,36759,56837,CREATE U.S. Open
96782,36759,54322,RC
96782,36759,54322,CREATE U.S. Open
87440,36615,93040,RC
87441,36615,93040,RC
87441,36615,52115,RC
87445,36615,52115,RC
85717,36682,98888,RC
85718,36682,81797,RC
85718,36682,47719,RC
85723,36682,93042,RC
85727,36682,84205,RC
85727,36682,4676,RC
94682,35196,61395,CREATE U.S. Open
94682,35196,40099,RC
94682,35196,40099,CREATE U.S. Open
94683,35196,50538,RC
94683,35196,50538,CREATE U.S. Open
77298,35553,4416,RC
77298,35553,4416,CREATE U.S. Open
77299,35553,50003,RC
77299,35553,50003,CREATE U.S. Open
77299,35553,30058,RC
77299,35553,30058,CREATE U.S. Open
77300,35553,40219,RC
77300,35553,40219,CREATE U.S. Open
77302,35553,40228,RC
77302,35553,4416,RC
77303,35553,30058,CREATE U.S. Open
74858,35037,93005,RC
74859,35037,70274,RC
74859,35037,26893,RC
78755,35805,70373,RC
78755,35805,70373,CREATE U.S. Open
78756,35805,56696,RC
78756,35805,56696,CREATE U.S. Open
78756,35805,70373,RC
78756,35805,70373,CREATE U.S. Open
92210,35805,93333,CREATE U.S. Open
79807,36012,52745,RC
79807,36012,52745,CREATE U.S. Open
79808,36012,48254,RC
79808,36012,48254,CREATE U.S. Open
79808,36012,96219,RC
79808,36012,96219,CREATE U.S. Open
79809,36012,56036,RC
79809,36012,56036,CREATE U.S. Open
79811,36012,99917,CREATE U.S. Open
81145,36192,45820,RC
81145,36192,45820,RE-VRC-18-6284
81145,36192,45820,RE-VRC-18-6285
81145,36192,45820,RE-VRC-18-6380
81145,36192,45820,CREATE U.S. Open
81145,36192,86201,RC
81145,36192,86201,RE-VRC-18-6284
81145,36192,86201,RE-VRC-18-6285
81145,36192,86201,RE-VRC-18-6380
81145,36192,86201,CREATE U.S. Open
81150,36192,75015,RC
81150,36192,75015,RE-VRC-18-6284
81150,36192,75015,RE-VRC-18-6285
81150,36192,75015,RE-VRC-18-6380
81150,36192,75015,CREATE U.S. Open
81152,36192,27334,RE-VRC-18-6284
81152,36192,27334,RE-VRC-18-6285
81152,36192,27334,RE-VRC-18-6380
81152,36192,27334,CREATE U.S. Open
94504,36192,45820,RC
94504,36192,45820,CREATE U.S. Open
84611,36636,39529,RC
84611,36636,39529,CREATE U.S. Open
84612,36636,39529,RC
84612,36636,39529,CREATE U.S. Open
84612,36636,13312,RC
84612,36636,13312,CREATE U.S. Open
84613,36636,13282,CREATE U.S. Open
84615,36636,39529,CREATE U.S. Open
83048,36428,90363,RC
83048,36428,90363,CREATE U.S. Open
83049,36428,48469,RC
83049,36428,48469,RE-VRC-18-5063
83049,36428,48469,CREATE U.S. Open
83049,36428,86263,RC
83049,36428,86263,RE-VRC-18-5063
83049,36428,86263,CREATE U.S. Open
83050,36428,75711,CREATE U.S. Open
94475,36428,86263,CREATE U.S. Open
80584,36113,35599,RC
80585,36113,71989,RC
80585,36113,67400,RC
77225,35542,47035,RC
77225,35542,47035,CREATE U.S. Open
77226,35542,24202,RC
